/home/rgundaka/miniconda3/envs/CPINO/lib/python3.10/site-packages/torch/functional.py:568: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at  ../aten/src/ATen/native/TensorShape.cpp:2228.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
wandb: Currently logged in as: rishigundakaram. Use `wandb login --relogin` to force relogin
loading data
data is loaded
using device: cuda:0
wandb: wandb version 0.12.19 is available!  To upgrade, please run:
wandb:  $ pip install wandb --upgrade
wandb: Tracking run with wandb version 0.12.18
wandb: Run data is saved locally in /central/groups/tensorlab/rgundaka/code/CPINO/experiments/wave1D_PINO/wandb/run-20220627_214624-3l0vvpur
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run hopeful-lake-9
wandb: ⭐️ View project at https://wandb.ai/rishigundakaram/CPINO-wave1D
wandb: 🚀 View run at https://wandb.ai/rishigundakaram/CPINO-wave1D/runs/3l0vvpur

  0% 0/500 [00:00<?, ?it/s]
L2 data loss: 0.07132 L2 ic loss: 0.00768 L2 f loss: 0.51236 loss: 1.26395 :   0% 0/500 [00:01<?, ?it/s]
L2 data loss: 0.07132 L2 ic loss: 0.00768 L2 f loss: 0.51236 loss: 1.26395 :   0% 1/500 [00:01<15:38,  1.88s/it]
L2 data loss: 0.06719 L2 ic loss: 0.00741 L2 f loss: 0.01813 loss: 0.72706 :   0% 1/500 [00:03<15:38,  1.88s/it]
L2 data loss: 0.06719 L2 ic loss: 0.00741 L2 f loss: 0.01813 loss: 0.72706 :   0% 2/500 [00:03<15:19,  1.85s/it]
L2 data loss: 0.05702 L2 ic loss: 0.00628 L2 f loss: 0.04029 loss: 0.64193 :   0% 2/500 [00:05<15:19,  1.85s/it]
L2 data loss: 0.05702 L2 ic loss: 0.00628 L2 f loss: 0.04029 loss: 0.64193 :   1% 3/500 [00:05<15:10,  1.83s/it]
L2 data loss: 0.02442 L2 ic loss: 0.00268 L2 f loss: 0.14838 loss: 0.40597 :   1% 3/500 [00:07<15:10,  1.83s/it]
L2 data loss: 0.02442 L2 ic loss: 0.00268 L2 f loss: 0.14838 loss: 0.40597 :   1% 4/500 [00:07<15:04,  1.82s/it]
L2 data loss: 0.02150 L2 ic loss: 0.00237 L2 f loss: 0.13483 loss: 0.36168 :   1% 4/500 [00:09<15:04,  1.82s/it]
L2 data loss: 0.02150 L2 ic loss: 0.00237 L2 f loss: 0.13483 loss: 0.36168 :   1% 5/500 [00:09<15:00,  1.82s/it]
L2 data loss: 0.01950 L2 ic loss: 0.00215 L2 f loss: 0.12482 loss: 0.33060 :   1% 5/500 [00:10<15:00,  1.82s/it]
L2 data loss: 0.01950 L2 ic loss: 0.00215 L2 f loss: 0.12482 loss: 0.33060 :   1% 6/500 [00:10<14:56,  1.82s/it]
L2 data loss: 0.01799 L2 ic loss: 0.00199 L2 f loss: 0.11203 loss: 0.30189 :   1% 6/500 [00:12<14:56,  1.82s/it]
L2 data loss: 0.01799 L2 ic loss: 0.00199 L2 f loss: 0.11203 loss: 0.30189 :   1% 7/500 [00:12<14:53,  1.81s/it]
L2 data loss: 0.01599 L2 ic loss: 0.00177 L2 f loss: 0.09910 loss: 0.26785 :   1% 7/500 [00:14<14:53,  1.81s/it]
L2 data loss: 0.01599 L2 ic loss: 0.00177 L2 f loss: 0.09910 loss: 0.26785 :   2% 8/500 [00:14<14:51,  1.81s/it]
L2 data loss: 0.01405 L2 ic loss: 0.00155 L2 f loss: 0.08560 loss: 0.23385 :   2% 8/500 [00:16<14:51,  1.81s/it]
